date,USPS,incidD,gold_out
2021-01-16,NJ,560,0
2021-01-23,NJ,520,0
2021-01-30,NJ,521,0
2021-02-06,NJ,509,0
2021-02-13,NJ,476,0
2021-02-20,NJ,394,0
2021-02-27,NJ,404,0
2021-03-06,NJ,319,0
2021-03-13,NJ,331,0
2021-03-20,NJ,246,0
2021-03-27,NJ,248,0
2021-04-03,NJ,250,0
2021-04-10,NJ,227,0
2021-04-17,NJ,275,0
2021-04-24,NJ,233,0
2021-05-01,NJ,221,0
2021-05-08,NJ,203,0
2021-05-15,NJ,161,0
2021-05-22,NJ,132,0
2021-05-29,NJ,117,0
2021-06-05,NJ,72,0
2021-06-12,NJ,51,0
2021-06-19,NJ,48,0
2021-06-26,NJ,62,0
2021-07-03,NJ,38,0
2021-07-10,NJ,29,0
2021-07-17,NJ,35,0
2021-07-24,NJ,37,0
2021-07-31,NJ,29,0
2021-08-07,NJ,45,0
2021-08-14,NJ,47,0
2021-08-21,NJ,58,0
2021-08-28,NJ,94,0
2021-09-04,NJ,98,0
2021-09-11,NJ,112,0
2021-09-18,NJ,128,0
2021-09-25,NJ,141,0
2021-10-02,NJ,142,0
2021-10-09,NJ,125,0
2021-10-16,NJ,130,0
2021-10-23,NJ,128,0
2021-10-30,NJ,124,0
2021-11-06,NJ,108,0
2021-11-13,NJ,89,0
2021-11-20,NJ,81,0
2021-11-27,NJ,85,0
2021-12-04,NJ,117,0
2021-12-11,NJ,116,0
2021-12-18,NJ,140,0
2021-12-25,NJ,146,0
2022-01-01,NJ,199,0
2022-01-08,NJ,391,0
2022-01-15,NJ,635,0
2022-01-22,NJ,667,0
2022-01-29,NJ,645,0
2022-02-05,NJ,557,0
2022-02-12,NJ,426,0
2022-02-19,NJ,273,0
2022-02-26,NJ,241,0
2022-03-05,NJ,117,0
2022-03-12,NJ,97,0
2022-03-19,NJ,65,0
2022-03-26,NJ,43,0
2022-04-02,NJ,35,0
2022-04-09,NJ,53,0
2022-04-16,NJ,43,0
2022-04-23,NJ,39,0
2022-04-30,NJ,55,0
2022-05-07,NJ,58,0
2022-05-14,NJ,56,0
2022-05-21,NJ,67,0
2022-05-28,NJ,83,0
2022-06-04,NJ,67,0
2022-06-11,NJ,91,0
2022-06-18,NJ,75,0
2022-06-25,NJ,75,0
2022-07-02,NJ,63,0
2022-07-09,NJ,43,0
2022-07-16,NJ,52,0
2022-07-23,NJ,58,0
2022-07-30,NJ,49,0
2022-08-06,NJ,69,0
2022-08-13,NJ,67,0
2022-08-20,NJ,54,0
2022-08-27,NJ,73,0
2022-09-03,NJ,54,0
2022-09-10,NJ,40,0
2022-09-17,NJ,45,0
2022-09-24,NJ,47,0
2022-10-01,NJ,35,0
2022-10-08,NJ,39,0
2022-10-15,NJ,33,0
2022-10-22,NJ,38,0
2022-10-29,NJ,44,0
2022-11-05,NJ,27,0
2022-11-12,NJ,55,0
2022-11-19,NJ,58,0
2022-11-26,NJ,35,0
2022-12-03,NJ,82,0
2022-12-10,NJ,74,0
2022-12-17,NJ,88,0
2022-12-24,NJ,102,0
2022-12-31,NJ,85,0
2023-01-07,NJ,79,0
2023-01-14,NJ,81,0
2023-01-21,NJ,55,0
2023-01-28,NJ,49,0
2023-02-04,NJ,47,0
2023-02-11,NJ,45,0
2023-02-18,NJ,52,0
2023-02-25,NJ,32,0
2023-03-04,NJ,41,0
2023-03-11,NJ,24,0
2020-12-19,NM,242,0
2021-01-02,NM,218,0
2020-12-05,NM,211,0
2021-01-23,NM,205,0
2021-01-09,NM,198,0
2021-01-16,NM,178,0
2020-11-28,NM,177,0
2020-12-12,NM,175,0
2021-12-25,NM,168,0
2022-01-15,NM,162,0
2020-12-26,NM,161,0
2022-01-29,NM,158,0
2021-01-30,NM,150,0
2020-11-21,NM,142,0
2022-07-23,NM,135,0
2021-05-29,NM,132,1
2021-02-13,NM,130,0
2022-01-08,NM,128,0
2022-02-26,NM,128,0
2022-02-12,NM,123,0
2021-02-06,NM,121,0
2022-02-05,NM,118,0
2022-02-19,NM,117,0
2022-01-22,NM,114,0
2022-01-01,NM,110,0
2021-12-18,NM,105,0
2020-11-14,NM,104,0
2022-05-28,NM,103,0
2021-12-04,NM,97,0
2021-03-06,NM,96,0
2022-03-19,NM,95,0
2021-02-20,NM,94,0
2021-11-20,NM,94,0
2022-07-16,NM,93,0
2021-02-27,NM,90,0
2020-11-07,NM,86,0
2022-04-09,NM,81,0
2022-03-12,NM,78,0
2021-09-25,NM,74,0
2022-04-02,NM,73,0
2021-09-18,NM,70,0
2022-09-03,NM,70,0
2022-03-05,NM,69,0
2020-05-16,NM,68,0
2022-05-21,NM,68,0
2021-12-11,NM,65,0
2021-11-06,NM,64,0
2021-10-02,NM,63,0
2021-10-30,NM,62,0
2021-10-16,NM,61,0
2022-03-26,NM,61,0
2021-10-09,NM,57,0
2021-10-23,NM,57,0
2022-04-30,NM,57,0
2022-05-07,NM,57,0
2021-11-13,NM,56,0
2022-07-30,NM,55,0
2021-03-13,NM,54,0
2020-05-09,NM,53,0
2020-10-31,NM,53,0
2021-09-11,NM,53,0
2022-08-27,NM,52,0
2022-05-14,NM,51,0
2022-04-16,NM,50,0
2020-05-23,NM,49,0
2022-06-11,NM,48,0
2021-09-04,NM,47,0
2021-11-27,NM,47,0
2022-06-04,NM,47,0
2020-05-02,NM,45,0
2020-08-01,NM,44,0
2020-05-30,NM,43,0
2021-05-01,NM,43,0
2023-01-14,NM,42,0
2020-06-06,NM,41,0
2022-07-02,NM,41,0
2020-04-25,NM,40,0
2022-12-10,NM,40,0
2020-06-13,NM,39,0
2021-03-20,NM,39,0
2020-07-25,NM,38,0
2022-09-24,NM,37,0
2020-10-24,NM,36,0
2021-03-27,NM,36,0
2022-08-06,NM,36,0
2020-06-20,NM,35,0
2022-08-20,NM,35,0
2023-01-07,NM,35,0
2020-04-18,NM,34,0
2021-08-28,NM,33,0
2023-02-11,NM,33,0
2020-08-22,NM,32,0
2022-04-23,NM,32,0
2022-09-17,NM,32,0
2020-09-05,NM,31,0
2021-05-08,NM,31,0
2020-07-11,NM,30,0
2020-08-08,NM,30,0
2020-08-15,NM,30,0
2022-06-18,NM,30,0
2022-08-13,NM,30,0
2022-10-08,NM,28,0
2023-01-21,NM,28,0
2023-03-04,NM,28,0
2021-04-10,NM,27,0
2020-07-18,NM,26,0
2020-08-29,NM,26,0
2020-09-19,NM,26,0
2021-08-21,NM,26,0
2022-12-31,NM,26,0
2020-06-27,NM,25,0
2021-04-17,NM,25,0
2021-07-17,NM,25,0
2022-12-24,NM,25,0
2023-02-04,NM,25,0
2021-04-03,NM,24,0
2023-01-28,NM,24,0
2020-09-26,NM,23,0
2021-04-24,NM,23,0
2020-07-04,NM,22,0
2020-10-17,NM,22,0
2022-06-25,NM,22,0
2022-10-29,NM,22,0
2022-11-05,NM,22,0
2020-09-12,NM,21,0
2021-08-14,NM,21,0
2022-12-17,NM,21,0
2020-10-03,NM,20,0
2021-06-19,NM,19,0
2021-06-26,NM,19,0
2022-10-22,NM,19,0
2021-05-22,NM,18,0
2021-07-24,NM,18,0
2022-11-19,NM,18,0
2020-10-10,NM,17,0
2021-06-05,NM,17,0
2021-06-12,NM,17,0
2022-07-09,NM,17,0
2021-05-15,NM,15,0
2021-08-07,NM,15,0
2022-10-01,NM,15,0
2022-09-10,NM,14,0
2021-07-31,NM,13,0
2022-11-12,NM,13,0
2023-03-11,NM,13,0
2023-02-18,NM,11,0
2020-04-04,NM,10,0
2021-07-10,NM,10,0
2021-07-03,NM,9,0
2020-04-11,NM,8,0
2023-02-25,NM,8,0
2022-11-26,NM,7,0
2022-10-15,NM,6,0
2020-03-28,NM,1,0
2020-01-25,NM,0,0
2020-02-01,NM,0,0
2020-02-08,NM,0,0
2020-02-15,NM,0,0
2020-02-22,NM,0,0
2020-02-29,NM,0,0
2020-03-07,NM,0,0
2020-03-14,NM,0,0
2020-03-21,NM,0,0
2022-12-03,NM,0,0
2020-01-25,NY,0,0
2020-02-01,NY,0,0
2020-02-08,NY,0,0
2020-02-15,NY,0,0
2020-02-22,NY,0,0
2020-02-29,NY,0,0
2020-03-07,NY,0,0
2020-03-14,NY,5,0
2020-03-21,NY,190,0
2020-03-28,NY,1289,0
2020-04-04,NY,4204,0
2020-04-11,NY,7063,0
2020-04-18,NY,5387,0
2020-04-25,NY,4291,0
2020-05-02,NY,2664,0
2020-05-09,NY,2248,0
2020-05-16,NY,1377,0
2020-05-23,NY,1187,0
2020-05-30,NY,608,0
2020-06-06,NY,475,0
2020-06-13,NY,422,0
2020-06-20,NY,246,0
2020-06-27,NY,234,0
2020-07-04,NY,232,0
2020-07-11,NY,172,0
2020-07-18,NY,115,0
2020-07-25,NY,115,0
2020-08-01,NY,71,0
2020-08-08,NY,69,0
2020-08-15,NY,56,0
2020-08-22,NY,43,0
2020-08-29,NY,52,0
2020-09-05,NY,96,0
2020-09-12,NY,37,0
2020-09-19,NY,65,0
2020-09-26,NY,205,0
2020-10-03,NY,87,0
2020-10-10,NY,89,0
2020-10-17,NY,80,0
2020-10-24,NY,87,0
2020-10-31,NY,96,0
2020-11-07,NY,156,0
2020-11-14,NY,129,0
2020-11-21,NY,282,0
2020-11-28,NY,232,0
2020-12-05,NY,405,0
2020-12-12,NY,572,0
2020-12-19,NY,807,0
2020-12-26,NY,966,0
2021-01-02,NY,985,0
2021-01-09,NY,1195,0
2021-01-16,NY,1333,0
2021-01-23,NY,1329,0
2021-01-30,NY,1318,0
2021-02-06,NY,1210,0
2021-02-13,NY,1088,0
2021-02-20,NY,946,0
2021-02-27,NY,788,0
2021-03-06,NY,745,0
2021-03-13,NY,603,0
2021-03-20,NY,553,0
2021-03-27,NY,527,0
2021-04-03,NY,622,0
2021-04-10,NY,485,0
2021-04-17,NY,502,0
2021-04-24,NY,411,0
2021-05-01,NY,359,0
2021-05-08,NY,343,0
2021-05-15,NY,259,0
2021-05-22,NY,196,0
2021-05-29,NY,159,0
2021-06-05,NY,157,0
2021-06-12,NY,109,0
2021-06-19,NY,65,0
2021-06-26,NY,53,0
2021-07-03,NY,43,0
2021-07-10,NY,41,0
2021-07-17,NY,32,0
2021-07-24,NY,38,0
2021-07-31,NY,47,0
2021-08-07,NY,88,0
2021-08-14,NY,128,0
2021-08-21,NY,155,0
2021-08-28,NY,147,0
2021-09-04,NY,219,0
2021-09-11,NY,258,0
2021-09-18,NY,229,0
2021-09-25,NY,266,0
2021-10-02,NY,303,0
2021-10-09,NY,239,0
2021-10-16,NY,262,0
2021-10-23,NY,264,0
2021-10-30,NY,214,0
2021-11-06,NY,279,0
2021-11-13,NY,230,0
2021-11-20,NY,236,0
2021-11-27,NY,243,0
2021-12-04,NY,324,0
2021-12-11,NY,397,0
2021-12-18,NY,418,0
2021-12-25,NY,397,0
2022-01-01,NY,648,0
2022-01-08,NY,856,0
2022-01-15,NY,1305,0
2022-01-22,NY,1445,0
2022-01-29,NY,1527,0
2022-02-05,NY,908,0
2022-02-12,NY,805,0
2022-02-19,NY,508,0
2022-02-26,NY,361,0
2022-03-05,NY,223,0
2022-03-12,NY,134,0
2022-03-19,NY,156,0
2022-03-26,NY,104,0
2022-04-02,NY,70,0
2022-04-09,NY,61,0
2022-04-16,NY,66,0
2022-04-23,NY,108,0
2022-04-30,NY,122,0
2022-05-07,NY,116,0
2022-05-14,NY,157,0
2022-05-21,NY,179,0
2022-05-28,NY,159,0
2022-06-04,NY,169,0
2022-06-11,NY,148,0
2022-06-18,NY,164,0
2022-06-25,NY,135,0
2022-07-02,NY,127,0
2022-07-09,NY,101,0
2022-07-16,NY,135,0
2022-07-23,NY,162,0
2022-07-30,NY,173,0
2022-08-06,NY,221,0
2022-08-13,NY,203,0
2022-08-20,NY,157,0
2022-08-27,NY,162,0
2022-09-03,NY,168,0
2022-09-10,NY,131,0
2022-09-17,NY,191,0
2022-09-24,NY,144,0
2022-10-01,NY,182,0
2022-10-08,NY,158,0
2022-10-15,NY,191,0
2022-10-22,NY,408,0
2022-10-29,NY,597,0
2022-11-05,NY,177,0
2022-11-12,NY,156,0
2022-11-19,NY,205,0
2022-11-26,NY,173,0
2022-12-03,NY,247,0
2022-12-10,NY,233,0
2022-12-17,NY,247,0
2022-12-24,NY,315,0
2022-12-31,NY,294,0
2023-01-07,NY,290,0
2023-01-14,NY,322,0
2023-01-21,NY,194,0
2023-01-28,NY,310,0
2023-02-04,NY,291,0
2023-02-11,NY,229,0
2023-02-18,NY,181,0
2023-02-25,NY,125,0
2023-03-04,NY,198,0
2023-03-11,NY,68,0
2022-05-07,NC,1172,1
2021-01-30,NC,701,0
2021-02-06,NC,639,0
2021-01-16,NC,591,0
2021-01-23,NC,570,0
2022-02-12,NC,568,0
2021-09-18,NC,540,0
2021-01-09,NC,533,0
2021-02-13,NC,527,0
2022-02-05,NC,502,0
2021-10-09,NC,499,0
2021-10-02,NC,497,0
2021-09-25,NC,493,0
2022-09-03,NC,492,1
2022-02-19,NC,483,0
2021-02-20,NC,443,0
2022-06-11,NC,434,1
2022-01-29,NC,402,0
2021-09-04,NC,389,0
2020-12-19,NC,388,0
2021-09-11,NC,367,0
2021-01-02,NC,366,0
2021-10-16,NC,352,0
2022-02-26,NC,352,0
2020-12-26,NC,342,0
2022-10-08,NC,327,1
2021-02-27,NC,316,0
2021-10-23,NC,309,0
2020-12-05,NC,297,0
2021-03-06,NC,290,0
2022-01-22,NC,290,0
2021-10-30,NC,285,0
2022-01-15,NC,284,0
2022-11-05,NC,281,1
2020-12-12,NC,280,0
2022-03-05,NC,263,0
2021-08-28,NC,260,0
2020-11-21,NC,249,0
2020-10-31,NC,234,0
2021-08-21,NC,233,0
2020-11-07,NC,227,0
2020-10-24,NC,215,0
2020-11-28,NC,214,0
2023-01-14,NC,209,1
2021-03-27,NC,208,0
2020-09-05,NC,206,0
2020-08-08,NC,205,0
2020-09-26,NC,205,0
2022-08-06,NC,204,1
2021-11-06,NC,201,0
2022-01-01,NC,193,0
2022-01-08,NC,193,0
2020-10-03,NC,189,0
2021-03-13,NC,189,0
2020-09-19,NC,188,0
2021-11-20,NC,186,0
2020-08-22,NC,178,0
2020-08-01,NC,168,0
2020-10-17,NC,164,0
2020-07-25,NC,163,0
2020-08-29,NC,162,0
2022-12-10,NC,162,1
2021-11-13,NC,160,0
2020-08-15,NC,159,0
2022-03-12,NC,159,0
2020-09-12,NC,158,0
2020-05-30,NC,151,0
2020-11-14,NC,151,0
2021-12-11,NC,151,0
2021-12-04,NC,149,0
2021-12-18,NC,145,0
2021-04-17,NC,139,0
2020-06-27,NC,138,0
2022-07-16,NC,138,1
2020-10-10,NC,136,0
2021-04-24,NC,136,0
2022-03-19,NC,136,0
2020-07-18,NC,135,0
2023-02-11,NC,133,1
2021-03-20,NC,129,0
2021-05-08,NC,129,0
2021-05-01,NC,128,0
2020-05-02,NC,126,0
2020-05-16,NC,125,0
2020-05-09,NC,120,0
2021-05-29,NC,120,0
2020-04-25,NC,118,0
2022-03-26,NC,116,0
2021-06-12,NC,114,0
2021-04-10,NC,112,0
2021-12-25,NC,112,0
2021-04-03,NC,108,0
2020-05-23,NC,102,0
2021-08-07,NC,101,0
2020-06-06,NC,99,0
2020-06-13,NC,99,0
2020-04-18,NC,98,0
2021-05-22,NC,96,0
2020-07-11,NC,91,0
2021-08-14,NC,90,0
2020-06-20,NC,88,0
2022-08-27,NC,83,0
2021-05-15,NC,82,0
2021-11-27,NC,79,0
2022-04-16,NC,77,0
2021-06-19,NC,75,0
2021-06-05,NC,73,0
2023-01-28,NC,73,0
2021-06-26,NC,72,0
2020-07-04,NC,71,0
2023-01-07,NC,70,0
2022-10-29,NC,68,0
2022-10-01,NC,67,0
2021-07-31,NC,65,0
2023-02-04,NC,62,0
2023-01-21,NC,59,0
2023-02-18,NC,59,0
2022-07-02,NC,58,0
2020-04-11,NC,55,0
2023-02-25,NC,52,0
2021-07-10,NC,49,0
2022-09-17,NC,49,0
2022-12-24,NC,49,0
2022-07-09,NC,48,0
2022-07-30,NC,48,0
2021-07-24,NC,47,0
2022-12-17,NC,47,0
2022-06-18,NC,46,0
2022-09-24,NC,44,0
2023-03-04,NC,43,0
2023-03-11,NC,43,0
2022-04-09,NC,42,0
2022-04-30,NC,42,0
2022-11-26,NC,42,0
2022-04-02,NC,41,0
2022-11-19,NC,41,0
2021-07-17,NC,40,0
2022-07-23,NC,40,0
2022-05-21,NC,39,0
2022-08-13,NC,37,0
2022-08-20,NC,36,0
2022-10-15,NC,33,0
2022-09-10,NC,30,0
2022-11-12,NC,30,0
2020-04-04,NC,29,0
2022-04-23,NC,29,0
2021-07-03,NC,28,0
2022-12-03,NC,24,0
2022-05-28,NC,17,0
2022-06-04,NC,16,0
2022-05-14,NC,11,0
2022-06-25,NC,11,0
2020-03-28,NC,5,0
2020-01-25,NC,0,0
2020-02-01,NC,0,0
2020-02-08,NC,0,0
2020-02-15,NC,0,0
2020-02-22,NC,0,0
2020-02-29,NC,0,0
2020-03-07,NC,0,0
2020-03-14,NC,0,0
2020-03-21,NC,0,0
2022-10-22,NC,0,0
2022-12-31,NC,0,0
2020-01-25,ND,0,0
2020-02-01,ND,0,0
2020-02-08,ND,0,0
2020-02-15,ND,0,0
2020-02-22,ND,0,0
2020-02-29,ND,0,0
2020-03-07,ND,0,0
2020-03-14,ND,0,0
2020-03-21,ND,0,0
2020-03-28,ND,1,0
2020-04-04,ND,2,0
2020-04-11,ND,4,0
2020-04-18,ND,2,0
2020-04-25,ND,7,0
2020-05-02,ND,8,0
2020-05-09,ND,11,0
2020-05-16,ND,7,0
2020-05-23,ND,10,0
2020-05-30,ND,8,0
2020-06-06,ND,12,0
2020-06-13,ND,2,0
2020-06-20,ND,2,0
2020-06-27,ND,2,0
2020-07-04,ND,2,0
2020-07-11,ND,7,0
2020-07-18,ND,3,0
2020-07-25,ND,9,0
2020-08-01,ND,4,0
2020-08-08,ND,9,0
2020-08-15,ND,9,0
2020-08-22,ND,14,0
2020-08-29,ND,6,0
2020-09-05,ND,14,0
2020-09-12,ND,12,0
2020-09-19,ND,25,0
2020-09-26,ND,35,0
2020-10-03,ND,44,0
2020-10-10,ND,65,0
2020-10-17,ND,63,0
2020-10-24,ND,49,0
2020-10-31,ND,76,0
2020-11-07,ND,104,0
2020-11-14,ND,98,0
2020-11-21,ND,114,0
2020-11-28,ND,81,0
2020-12-05,ND,92,0
2020-12-12,ND,139,0
2020-12-19,ND,79,0
2020-12-26,ND,33,0
2021-01-02,ND,53,0
2021-01-09,ND,43,0
2021-01-16,ND,43,0
2021-01-23,ND,33,0
2021-01-30,ND,11,0
2021-02-06,ND,6,0
2021-02-13,ND,8,0
2021-02-20,ND,6,0
2021-02-27,ND,8,0
2021-03-06,ND,4,0
2021-03-13,ND,9,0
2021-03-20,ND,4,0
2021-03-27,ND,6,0
2021-04-03,ND,0,0
2021-04-10,ND,6,0
2021-04-17,ND,8,0
2021-04-24,ND,7,0
2021-05-01,ND,8,0
2021-05-08,ND,6,0
2021-05-15,ND,5,0
2021-05-22,ND,3,0
2021-05-29,ND,6,0
2021-06-05,ND,4,0
2021-06-12,ND,4,0
2021-06-19,ND,3,0
2021-06-26,ND,5,0
2021-07-03,ND,0,0
2021-07-10,ND,4,0
2021-07-17,ND,5,0
2021-07-24,ND,1,0
2021-07-31,ND,1,0
2021-08-07,ND,3,0
2021-08-14,ND,3,0
2021-08-21,ND,6,0
2021-08-28,ND,10,0
2021-09-04,ND,4,0
2021-09-11,ND,9,0
2021-09-18,ND,13,0
2021-09-25,ND,20,0
2021-10-02,ND,17,0
2021-10-09,ND,23,0
2021-10-16,ND,38,0
2021-10-23,ND,39,0
2021-10-30,ND,45,0
2021-11-06,ND,29,0
2021-11-13,ND,24,0
2021-11-20,ND,38,0
2021-11-27,ND,25,0
2021-12-04,ND,39,0
2021-12-11,ND,36,0
2021-12-18,ND,34,0
2021-12-25,ND,17,0
2022-01-01,ND,17,0
2022-01-08,ND,17,0
2022-01-15,ND,18,0
2022-01-22,ND,24,0
2022-01-29,ND,24,0
2022-02-05,ND,37,0
2022-02-12,ND,24,0
2022-02-19,ND,20,0
2022-02-26,ND,18,0
2022-03-05,ND,62,1
2022-03-12,ND,15,0
2022-03-19,ND,6,0
2022-03-26,ND,0,0
2022-04-02,ND,0,0
2022-04-09,ND,22,1
2022-04-16,ND,3,0
2022-04-23,ND,4,0
2022-04-30,ND,7,0
2022-05-07,ND,0,0
2022-05-14,ND,6,0
2022-05-21,ND,2,0
2022-05-28,ND,5,0
2022-06-04,ND,2,0
2022-06-11,ND,2,0
2022-06-18,ND,2,0
2022-06-25,ND,8,0
2022-07-02,ND,1,0
2022-07-09,ND,0,0
2022-07-16,ND,3,0
2022-07-23,ND,5,0
2022-07-30,ND,5,0
2022-08-06,ND,10,0
2022-08-13,ND,7,0
2022-08-20,ND,3,0
2022-08-27,ND,17,0
2022-09-03,ND,2,0
2022-09-10,ND,6,0
2022-09-17,ND,10,0
2022-09-24,ND,0,0
2022-10-01,ND,0,0
2022-10-08,ND,11,0
2022-10-15,ND,8,0
2022-10-22,ND,4,0
2022-10-29,ND,0,0
2022-11-05,ND,155,1
2022-11-12,ND,0,0
2022-11-19,ND,0,0
2022-11-26,ND,0,0
2022-12-03,ND,0,0
2022-12-10,ND,178,1
2022-12-17,ND,4,0
2022-12-24,ND,8,0
2022-12-31,ND,5,0
2023-01-07,ND,5,0
2023-01-14,ND,4,0
2023-01-21,ND,14,0
2023-01-28,ND,3,0
2023-02-04,ND,4,0
2023-02-11,ND,9,0
2023-02-18,ND,1,0
2023-02-25,ND,4,0
2023-03-04,ND,2,0
2023-03-11,ND,5,0
2020-01-25,OH,1,0
2020-02-01,OH,0,0
2020-02-08,OH,0,0
2020-02-15,OH,0,0
2020-02-22,OH,0,0
2020-02-29,OH,0,0
2020-03-07,OH,0,0
2020-03-14,OH,0,0
2020-03-21,OH,8,0
2020-03-28,OH,42,0
2020-04-04,OH,116,0
2020-04-11,OH,165,0
2020-04-18,OH,255,0
2020-04-25,OH,274,0
2020-05-02,OH,313,0
2020-05-09,OH,271,0
2020-05-16,OH,242,0
2020-05-23,OH,248,0
2020-05-30,OH,169,0
2020-06-06,OH,172,0
2020-06-13,OH,113,0
2020-06-20,OH,92,0
2020-06-27,OH,81,0
2020-07-04,OH,92,0
2020-07-11,OH,112,0
2020-07-18,OH,111,0
2020-07-25,OH,174,0
2020-08-01,OH,172,0
2020-08-08,OH,151,0
2020-08-15,OH,166,0
2020-08-22,OH,161,0
2020-08-29,OH,167,0
2020-09-05,OH,152,0
2020-09-12,OH,140,0
2020-09-19,OH,113,0
2020-09-26,OH,123,0
2020-10-03,OH,121,0
2020-10-10,OH,147,0
2020-10-17,OH,171,0
2020-10-24,OH,220,0
2020-10-31,OH,270,0
2020-11-07,OH,386,0
2020-11-14,OH,484,0
2020-11-21,OH,674,0
2020-11-28,OH,909,0
2020-12-05,OH,1143,0
2020-12-12,OH,1298,0
2020-12-19,OH,1365,0
2020-12-26,OH,1217,0
2021-01-02,OH,1118,0
2021-01-09,OH,980,0
2021-01-16,OH,962,0
2021-01-23,OH,765,0
2021-01-30,OH,626,0
2021-02-06,OH,504,0
2021-02-13,OH,368,0
2021-02-20,OH,317,0
2021-02-27,OH,222,0
2021-03-06,OH,190,0
2021-03-13,OH,164,0
2021-03-20,OH,118,0
2021-03-27,OH,102,0
2021-04-03,OH,99,0
2021-04-10,OH,135,0
2021-04-17,OH,107,0
2021-04-24,OH,165,0
2021-05-01,OH,122,0
2021-05-08,OH,116,0
2021-05-15,OH,106,0
2021-05-22,OH,106,0
2021-05-29,OH,92,0
2021-06-05,OH,76,0
2021-06-12,OH,66,0
2021-06-19,OH,56,0
2021-06-26,OH,38,0
2021-07-03,OH,34,0
2021-07-10,OH,29,0
2021-07-17,OH,33,0
2021-07-24,OH,43,0
2021-07-31,OH,46,0
2021-08-07,OH,66,0
2021-08-14,OH,123,0
2021-08-21,OH,190,0
2021-08-28,OH,242,0
2021-09-04,OH,335,0
2021-09-11,OH,401,0
2021-09-18,OH,522,0
2021-09-25,OH,607,0
2021-10-02,OH,606,0
2021-10-09,OH,586,0
2021-10-16,OH,598,0
2021-10-23,OH,559,0
2021-10-30,OH,502,0
2021-11-06,OH,406,0
2021-11-13,OH,387,0
2021-11-20,OH,459,0
2021-11-27,OH,580,0
2021-12-04,OH,681,0
2021-12-11,OH,800,0
2021-12-18,OH,897,0
2021-12-25,OH,859,0
2022-01-01,OH,909,0
2022-01-08,OH,1042,0
2022-01-15,OH,1115,0
2022-01-22,OH,1032,0
2022-01-29,OH,887,0
2022-02-05,OH,693,0
2022-02-12,OH,520,0
2022-02-19,OH,399,0
2022-02-26,OH,263,0
2022-03-05,OH,194,0
2022-03-12,OH,119,0
2022-03-19,OH,109,0
2022-03-26,OH,63,0
2022-04-02,OH,59,0
2022-04-09,OH,41,0
2022-04-16,OH,23,0
2022-04-23,OH,29,0
2022-04-30,OH,40,0
2022-05-07,OH,32,0
2022-05-14,OH,32,0
2022-05-21,OH,40,0
2022-05-28,OH,46,0
2022-06-04,OH,62,0
2022-06-11,OH,52,0
2022-06-18,OH,59,0
2022-06-25,OH,48,0
2022-07-02,OH,45,0
2022-07-09,OH,53,0
2022-07-16,OH,66,0
2022-07-23,OH,71,0
2022-07-30,OH,87,0
2022-08-06,OH,87,0
2022-08-13,OH,99,0
2022-08-20,OH,99,0
2022-08-27,OH,99,0
2022-09-03,OH,90,0
2022-09-10,OH,85,0
2022-09-17,OH,78,0
2022-09-24,OH,88,0
2022-10-01,OH,77,0
2022-10-08,OH,68,0
2022-10-15,OH,65,0
2022-10-22,OH,73,0
2022-10-29,OH,74,0
2022-11-05,OH,67,0
2022-11-12,OH,75,0
2022-11-19,OH,97,0
2022-11-26,OH,101,0
2022-12-03,OH,71,0
2022-12-10,OH,90,0
2022-12-17,OH,100,0
2022-12-24,OH,127,0
2022-12-31,OH,90,0
2023-01-07,OH,117,0
2023-01-14,OH,111,0
2023-01-21,OH,93,0
2023-01-28,OH,65,0
2023-02-04,OH,48,0
2023-02-11,OH,50,0
2023-02-18,OH,15,0
2023-02-25,OH,8,0
2023-03-04,OH,0,0
2023-03-11,OH,47,0
2021-04-10,OK,1716,1
2021-10-23,OK,1138,1
2021-11-13,OK,754,1
2022-07-09,OK,718,1
2022-07-02,OK,704,1
2022-02-19,OK,376,0
2021-05-29,OK,373,1
2022-02-05,OK,322,0
2022-02-26,OK,318,0
2022-02-12,OK,315,0
2022-03-05,OK,294,0
2021-01-23,OK,279,0
2021-09-25,OK,275,0
2021-01-30,OK,273,0
2021-10-09,OK,264,0
2021-02-06,OK,257,0
2022-01-29,OK,242,0
2021-10-02,OK,234,0
2021-02-13,OK,233,0
2021-09-18,OK,232,0
2021-02-27,OK,224,0
2022-03-12,OK,218,0
2021-01-16,OK,214,0
2021-01-09,OK,211,0
2022-03-26,OK,210,0
2021-09-11,OK,207,0
2022-01-22,OK,193,0
2021-09-04,OK,189,0
2021-10-16,OK,189,0
2022-01-15,OK,183,0
2022-01-08,OK,173,0
2021-01-02,OK,170,0
2021-10-30,OK,170,0
2021-11-06,OK,169,0
2020-12-12,OK,168,0
2020-12-26,OK,168,0
2021-03-13,OK,167,0
2021-02-20,OK,161,0
2020-12-05,OK,157,0
2021-12-18,OK,156,0
2021-03-06,OK,155,0
2021-12-04,OK,152,0
2020-12-19,OK,147,0
2022-08-20,OK,147,0
2021-11-20,OK,139,0
2022-04-02,OK,137,0
2021-08-28,OK,136,0
2021-12-25,OK,126,0
2022-08-27,OK,125,0
2022-03-19,OK,120,0
2022-04-09,OK,120,0
2020-11-21,OK,108,0
2021-04-03,OK,103,0
2022-04-16,OK,96,0
2020-11-28,OK,93,0
