,date,USPS,out,diff,low_date,Problem,Correction,,,,
509,5/16/2020,AR,,,1/25/2000,,,,,,
510,5/23/2020,AR,,,1/25/2000,,,,,,
511,5/30/2020,AR,,,1/25/2000,,,,,,
512,6/6/2020,AR,,,1/25/2000,,,,,,
513,6/13/2020,AR,,,1/25/2000,,,,,,
514,6/20/2020,AR,,,1/25/2000,,,,,,
515,6/27/2020,AR,,,1/25/2000,,,,,,
516,7/4/2020,AR,,,1/25/2000,,,,,,
517,7/11/2020,AR,,,1/25/2000,,,,,,
518,7/18/2020,AR,,,1/25/2000,,,,,,
519,7/25/2020,AR,,,1/25/2000,,,,,,
520,8/1/2020,AR,,,1/25/2000,,,,,,
521,8/8/2020,AR,,,1/25/2000,,,,,,
522,8/15/2020,AR,,,1/25/2000,,,,,,
523,8/22/2020,AR,,,1/25/2000,,,,,,
524,8/29/2020,AR,,,1/25/2000,,,,,,
525,9/5/2020,AR,,,1/25/2000,,,,,,
526,9/12/2020,AR,,,1/25/2000,,,,,,
527,9/19/2020,AR,1,139,1/25/2000,Addition of 139 probable deaths,,,,,
528,9/26/2020,AR,,,1/25/2000,,,,,,
529,10/3/2020,AR,,,1/25/2000,,,,,,
530,10/10/2020,AR,,,1/25/2000,,,,,,
531,10/17/2020,AR,,,1/25/2000,,,,,,
532,10/24/2020,AR,,,1/25/2000,,,,,,
533,10/31/2020,AR,,,1/25/2000,,,,,,
534,11/7/2020,AR,,,1/25/2000,,,,,,
535,11/14/2020,AR,,,1/25/2000,,,,,,
536,11/21/2020,AR,,,1/25/2000,,,,,,
537,11/28/2020,AR,,,1/25/2000,,,,,,
538,12/5/2020,AR,,,1/25/2000,,,,,,
539,12/12/2020,AR,,,1/25/2000,,,,,,
540,12/19/2020,AR,,,1/25/2000,,,,,,
541,12/26/2020,AR,,,1/25/2000,,,,,,
542,1/2/2021,AR,,,1/25/2000,,,,,,
543,1/9/2021,AR,,,1/25/2000,,,,,,
544,1/16/2021,AR,,,1/25/2000,,,,,,
545,1/23/2021,AR,,,1/25/2000,,,,,,
546,1/30/2021,AR,,,1/25/2000,,,,,,
547,2/6/2021,AR,,,1/25/2000,,,,,,
548,2/13/2021,AR,,,1/25/2000,,,,,,
549,2/20/2021,AR,,,1/25/2000,,,,,,
550,2/27/2021,AR,,,1/25/2000,,,,,,
551,3/6/2021,AR,,,1/25/2000,,,,,,
552,3/13/2021,AR,,,1/25/2000,,,,,,
553,3/20/2021,AR,,,1/25/2000,,,,,,
554,3/27/2021,AR,,,1/25/2000,,,,,,
555,4/3/2021,AR,,,1/25/2000,,,,,,
556,4/10/2021,AR,,,1/25/2000,,,,,,
557,4/17/2021,AR,,,1/25/2000,,,,,,
558,4/24/2021,AR,,,1/25/2000,,,,,,
559,5/1/2021,AR,,,1/25/2000,,,,,,
560,5/8/2021,AR,,,1/25/2000,,,,,,
561,5/15/2021,AR,,,1/25/2000,,,,,,
562,5/22/2021,AR,,,1/25/2000,,,,,,
563,5/29/2021,AR,,,1/25/2000,,,,,,
564,6/5/2021,AR,,,1/25/2000,,,,,,
565,6/12/2021,AR,,,1/25/2000,,,,,,
566,6/19/2021,AR,,,1/25/2000,,,,,,
567,6/26/2021,AR,,,1/25/2000,,,,,,
568,7/3/2021,AR,,,1/25/2000,,,,,,
569,7/10/2021,AR,,,1/25/2000,,,,,,
570,7/17/2021,AR,,,1/25/2000,,,,,,
571,7/24/2021,AR,,,1/25/2000,,,,,,
572,7/31/2021,AR,,,1/25/2000,,,,,,
573,8/7/2021,AR,,,1/25/2000,,,,,,
574,8/14/2021,AR,,,1/25/2000,,,,,,
575,8/21/2021,AR,,,1/25/2000,,,,,,
576,8/28/2021,AR,,,1/25/2000,,,,,,
577,9/4/2021,AR,,,1/25/2000,,,,,,
578,9/11/2021,AR,,,1/25/2000,,,,,,
579,9/18/2021,AR,,,1/25/2000,,,,,,
580,9/25/2021,AR,,,1/25/2000,,,,,,
581,10/2/2021,AR,,,1/25/2000,,,,,,
582,10/9/2021,AR,,,1/25/2000,,,,,,
583,10/16/2021,AR,,,1/25/2000,,,,,,
584,10/23/2021,AR,,,1/25/2000,,,,,,
585,10/30/2021,AR,,,1/25/2000,,,,,,
586,11/6/2021,AR,,,1/25/2000,,,,,,
587,11/13/2021,AR,,,1/25/2000,,,,,,
588,11/20/2021,AR,,,1/25/2000,,,,,,
589,11/27/2021,AR,,,1/25/2000,,,,,,
590,12/4/2021,AR,,,1/25/2000,,,,,,
591,12/11/2021,AR,,,1/25/2000,,,,,,
592,12/18/2021,AR,,,1/25/2000,,,,,,
593,12/25/2021,AR,,,1/25/2000,,,,,,
594,1/1/2022,AR,,,1/25/2000,,,,,,
595,1/8/2022,AR,,,1/25/2000,,,,,,
596,1/15/2022,AR,,,1/25/2000,,,,,,
597,1/22/2022,AR,,,1/25/2000,,,,,,
598,1/29/2022,AR,,,1/25/2000,,,,,,
599,2/5/2022,AR,,,1/25/2000,,,,,,
600,2/12/2022,AR,,,1/25/2000,,,,,,
601,2/19/2022,AR,,,1/25/2000,,,,,,
602,2/26/2022,AR,,,1/25/2000,,,,,,
603,3/5/2022,AR,,,1/25/2000,,,,,,
604,3/12/2022,AR,,,1/25/2000,,,,,,
605,3/19/2022,AR,,,1/25/2000,,,,,,
606,3/26/2022,AR,,,1/25/2000,,,,,,
607,4/2/2022,AR,,,1/25/2000,,,,,,
608,4/9/2022,AR,,,1/25/2000,,,,,,
609,4/16/2022,AR,,,1/25/2000,,,,,,
610,4/23/2022,AR,,,1/25/2000,,,,,,
611,4/30/2022,AR,,,1/25/2000,,,,,,
612,5/7/2022,AR,,,1/25/2000,,,,,,
613,5/14/2022,AR,,,1/25/2000,,,,,,
614,5/21/2022,AR,,,1/25/2000,,,,,,
615,5/28/2022,AR,,,1/25/2000,,,,,,
616,6/4/2022,AR,,,1/25/2000,,,,,,
617,6/11/2022,AR,,,1/25/2000,,,,,,
618,6/18/2022,AR,,,1/25/2000,,,,,,
619,6/25/2022,AR,,,1/25/2000,,,,,,
620,7/2/2022,AR,,,1/25/2000,,,,,,
621,7/9/2022,AR,,,1/25/2000,,,,,,
622,7/16/2022,AR,,,1/25/2000,,,,,,
623,7/23/2022,AR,,,1/25/2000,,,,,,
624,7/30/2022,AR,,,1/25/2000,,,,,,
625,8/6/2022,AR,,,1/25/2000,,,,,,
626,8/13/2022,AR,,,1/25/2000,,,,,,
627,8/20/2022,AR,,,1/25/2000,,,,,,
628,8/27/2022,AR,,,1/25/2000,,,,,,
629,9/3/2022,AR,,,1/25/2000,,,,,,
630,9/10/2022,AR,,,1/25/2000,,,,,,
631,9/17/2022,AR,,,1/25/2000,,,,,,
632,9/24/2022,AR,,,1/25/2000,,,,,,
633,10/1/2022,AR,,,1/25/2000,,,,,,
634,10/8/2022,AR,,,1/25/2000,,,,,,
635,10/15/2022,AR,,,1/25/2000,,,,,,
636,10/22/2022,AR,,,1/25/2000,,,,,,
637,10/29/2022,AR,,,1/25/2000,,,,,,
638,11/5/2022,AR,,,1/25/2000,,,,,,
639,11/12/2022,AR,,,1/25/2000,,,,,,
640,11/19/2022,AR,,,1/25/2000,,,,,,
641,11/26/2022,AR,,,1/25/2000,,,,,,
642,12/3/2022,AR,,,1/25/2000,,,,,,
643,12/10/2022,AR,,,1/25/2000,,,,,,
644,12/17/2022,AR,,,1/25/2000,,,,,,
645,12/24/2022,AR,,,1/25/2000,,,,,,
646,12/31/2022,AR,,,1/25/2000,,,,,,
647,1/7/2023,AR,,,1/25/2000,,,,,,
648,1/14/2023,AR,,,1/25/2000,,,,,,
649,1/21/2023,AR,,,1/25/2000,,,,,,
650,1/28/2023,AR,,,1/25/2000,,,,,,
651,2/4/2023,AR,,,1/25/2000,,,,,,
652,2/11/2023,AR,,,1/25/2000,,,,,,
653,2/18/2023,AR,,,1/25/2000,,,,,,
654,2/25/2023,AR,,,1/25/2000,,,,,,
655,3/4/2023,AR,,,1/25/2000,,,,,,
656,3/11/2023,AR,,,1/25/2000,,,,,,
657,1/25/2020,CA,,,1/25/2000,,,,,,
658,2/1/2020,CA,,,1/25/2000,,,,,,
659,2/8/2020,CA,,,1/25/2000,,,,,,
660,2/15/2020,CA,,,1/25/2000,,,,,,
661,2/22/2020,CA,,,1/25/2000,,,,,,
662,2/29/2020,CA,,,1/25/2000,,,,,,
663,3/7/2020,CA,,,1/25/2000,,,,,,
664,3/14/2020,CA,,,1/25/2000,,,,,,
665,3/21/2020,CA,,,1/25/2000,,,,,,
666,3/28/2020,CA,,,1/25/2000,,,,,,
667,4/4/2020,CA,,,1/25/2000,,,,,,
668,4/11/2020,CA,,,1/25/2000,,,,,,
669,4/18/2020,CA,,,1/25/2000,,,,,,
670,4/25/2020,CA,,,1/25/2000,,,,,,
671,5/2/2020,CA,,,1/25/2000,,,,,,
672,5/9/2020,CA,,,1/25/2000,,,,,,
673,5/16/2020,CA,,,1/25/2000,,,,,,
674,5/23/2020,CA,,,1/25/2000,,,,,,
675,5/30/2020,CA,,,1/25/2000,,,,,,
676,6/6/2020,CA,,,1/25/2000,,,,,,
677,6/13/2020,CA,,,1/25/2000,,,,,,
678,6/20/2020,CA,,,1/25/2000,,,,,,
679,6/27/2020,CA,,,1/25/2000,,,,,,
680,7/4/2020,CA,,,1/25/2000,,,,,,
681,7/11/2020,CA,,,1/25/2000,,,,,,
682,7/18/2020,CA,,,1/25/2000,,,,,,
683,7/25/2020,CA,,,1/25/2000,,,,,,
684,8/1/2020,CA,,,1/25/2000,,,,,,
685,8/8/2020,CA,,,1/25/2000,,,,,,
686,8/15/2020,CA,,,1/25/2000,,,,,,
687,8/22/2020,CA,,,1/25/2000,,,,,,
688,8/29/2020,CA,,,1/25/2000,,,,,,
689,9/5/2020,CA,,,1/25/2000,,,,,,
690,9/12/2020,CA,,,1/25/2000,,,,,,
691,9/19/2020,CA,,,1/25/2000,,,,,,
692,9/26/2020,CA,,,1/25/2000,,,,,,
693,10/3/2020,CA,,,1/25/2000,,,,,,
694,10/10/2020,CA,,,1/25/2000,,,,,,
695,10/17/2020,CA,,,1/25/2000,,,,,,
696,10/24/2020,CA,,,1/25/2000,,,,,,
697,10/31/2020,CA,,,1/25/2000,,,,,,
698,11/7/2020,CA,,,1/25/2000,,,,,,
699,11/14/2020,CA,,,1/25/2000,,,,,,
700,11/21/2020,CA,,,1/25/2000,,,,,,
701,11/28/2020,CA,,,1/25/2000,,,,,,
702,12/5/2020,CA,,,1/25/2000,,,,,,
703,12/12/2020,CA,,,1/25/2000,,,,,,
704,12/19/2020,CA,,,1/25/2000,,,,,,
705,12/26/2020,CA,,,1/25/2000,,,,,,
706,1/2/2021,CA,,,1/25/2000,,,,,,
707,1/9/2021,CA,,,1/25/2000,,,,,,
708,1/16/2021,CA,,,1/25/2000,,,,,,
709,1/23/2021,CA,,,1/25/2000,,,,,,
710,1/30/2021,CA,1,806,12/3/2020,"Inclusion of 806 historical deaths that primarily occurred between December 3, 2020 and February 3, 2021",,,,,
711,2/6/2021,CA,,,1/25/2000,,,,,,
712,2/13/2021,CA,,,1/25/2000,,,,,,
713,2/20/2021,CA,,,1/25/2000,,,,,,
714,2/27/2021,CA,,,1/25/2000,,,,,,
715,3/6/2021,CA,,,1/25/2000,,,,,,
716,3/13/2021,CA,,,1/25/2000,,,,,,
717,3/20/2021,CA,,,1/25/2000,,,,,,
718,3/27/2021,CA,,,1/25/2000,,,,,,
719,4/3/2021,CA,,,1/25/2000,,,,,,
720,4/10/2021,CA,,,1/25/2000,,,,,,
721,4/17/2021,CA,,,1/25/2000,,,,,,
722,4/24/2021,CA,,,1/25/2000,,,,,,
723,5/1/2021,CA,,,1/25/2000,,,,,,
724,5/8/2021,CA,,,1/25/2000,,,,,,
725,5/15/2021,CA,,,1/25/2000,,,,,,
726,5/22/2021,CA,,,1/25/2000,,,,,,
727,5/29/2021,CA,,,1/25/2000,,,,,,
728,6/5/2021,CA,,,1/25/2000,,,,,,
729,6/12/2021,CA,1,85,1/25/2000,Addition of 85 backlogged deaths,,,,,
730,6/19/2021,CA,,,1/25/2000,,,,,,
731,6/26/2021,CA,,,1/25/2000,,,,,,
732,7/3/2021,CA,,,1/25/2000,,,,,,
733,7/10/2021,CA,,,1/25/2000,,,,,,
734,7/17/2021,CA,,,1/25/2000,,,,,,
735,7/24/2021,CA,,,1/25/2000,,,,,,
736,7/31/2021,CA,,,1/25/2000,,,,,,
737,8/7/2021,CA,,,1/25/2000,,,,,,
738,8/14/2021,CA,,,1/25/2000,,,,,,
739,8/21/2021,CA,,,1/25/2000,,,,,,
740,8/28/2021,CA,,,1/25/2000,,,,,,
741,9/4/2021,CA,,,1/25/2000,,,,,,
742,9/11/2021,CA,,,1/25/2000,,,,,,
743,9/18/2021,CA,,,1/25/2000,,,,,,
744,9/25/2021,CA,,,1/25/2000,,,,,,
745,10/2/2021,CA,,,1/25/2000,,,,,,
746,10/9/2021,CA,,,1/25/2000,,,,,,
747,10/16/2021,CA,,,1/25/2000,,,,,,
748,10/23/2021,CA,,,1/25/2000,,,,,,
749,10/30/2021,CA,,,1/25/2000,,,,,,
750,11/6/2021,CA,,,1/25/2000,,,,,,
751,11/13/2021,CA,,,1/25/2000,,,,,,
752,11/20/2021,CA,,,1/25/2000,,,,,,
753,11/27/2021,CA,,,1/25/2000,,,,,,
754,12/4/2021,CA,,,1/25/2000,,,,,,
755,12/11/2021,CA,,,1/25/2000,,,,,,
756,12/18/2021,CA,,,1/25/2000,,,,,,
757,12/25/2021,CA,,,1/25/2000,,,,,,
758,1/1/2022,CA,,,1/25/2000,,,,,,
759,1/8/2022,CA,,,1/25/2000,,,,,,
760,1/15/2022,CA,,,1/25/2000,,,,,,
761,1/22/2022,CA,,,1/25/2000,,,,,,
762,1/29/2022,CA,,,1/25/2000,,,,,,
763,2/5/2022,CA,,,1/25/2000,,,,,,
764,2/12/2022,CA,,,1/25/2000,,,,,,
765,2/19/2022,CA,,,1/25/2000,,,,,,
766,2/26/2022,CA,,,1/25/2000,,,,,,
767,3/5/2022,CA,,,1/25/2000,,,,,,
768,3/12/2022,CA,,,1/25/2000,,,,,,
769,3/19/2022,CA,,,1/25/2000,,,,,,
770,3/26/2022,CA,,,1/25/2000,,,,,,
771,4/2/2022,CA,,,1/25/2000,,,,,,
772,4/9/2022,CA,,,1/25/2000,,,,,,
773,4/16/2022,CA,,,1/25/2000,,,,,,
774,4/23/2022,CA,,,1/25/2000,,,,,,
775,4/30/2022,CA,,,1/25/2000,,,,,,
776,5/7/2022,CA,,,1/25/2000,,,,,,
777,5/14/2022,CA,,,1/25/2000,,,,,,
778,5/21/2022,CA,,,1/25/2000,,,,,,
779,5/28/2022,CA,,,1/25/2000,,,,,,
780,6/4/2022,CA,,,1/25/2000,,,,,,
781,6/11/2022,CA,,,1/25/2000,,,,,,
782,6/18/2022,CA,,,1/25/2000,,,,,,
783,6/25/2022,CA,,,1/25/2000,,,,,,
784,7/2/2022,CA,,,1/25/2000,,,,,,
785,7/9/2022,CA,,,1/25/2000,,,,,,
786,7/16/2022,CA,,,1/25/2000,,,,,,
787,7/23/2022,CA,,,1/25/2000,,,,,,
788,7/30/2022,CA,,,1/25/2000,,,,,,
789,8/6/2022,CA,,,1/25/2000,,,,,,
790,8/13/2022,CA,,,1/25/2000,,,,,,
791,8/20/2022,CA,,,1/25/2000,,,,,,
792,8/27/2022,CA,,,1/25/2000,,,,,,
793,9/3/2022,CA,,,1/25/2000,,,,,,
794,9/10/2022,CA,,,1/25/2000,,,,,,
795,9/17/2022,CA,,,1/25/2000,,,,,,
796,9/24/2022,CA,,,1/25/2000,,,,,,
797,10/1/2022,CA,,,1/25/2000,,,,,,
798,10/8/2022,CA,,,1/25/2000,,,,,,
799,10/15/2022,CA,,,1/25/2000,,,,,,
800,10/22/2022,CA,,,1/25/2000,,,,,,
801,10/29/2022,CA,,,1/25/2000,,,,,,
802,11/5/2022,CA,,,1/25/2000,,,,,,
803,11/12/2022,CA,,,1/25/2000,,,,,,
804,11/19/2022,CA,,,1/25/2000,,,,,,
805,11/26/2022,CA,,,1/25/2000,,,,,,
806,12/3/2022,CA,,,1/25/2000,,,,,,
807,12/10/2022,CA,,,1/25/2000,,,,,,
808,12/17/2022,CA,,,1/25/2000,,,,,,
809,12/24/2022,CA,,,1/25/2000,,,,,,
810,12/31/2022,CA,,,1/25/2000,,,,,,
811,1/7/2023,CA,,,1/25/2000,,,,,,
812,1/14/2023,CA,,,1/25/2000,,,,,,
813,1/21/2023,CA,,,1/25/2000,,,,,,
814,1/28/2023,CA,,,1/25/2000,,,,,,
815,2/4/2023,CA,,,1/25/2000,,,,,,
816,2/11/2023,CA,,,1/25/2000,,,,,,
817,2/18/2023,CA,,,1/25/2000,,,,,,
818,2/25/2023,CA,,,1/25/2000,,,,,,
819,3/4/2023,CA,,,1/25/2000,,,,,,
820,3/11/2023,CA,,,1/25/2000,,,,,,
821,1/25/2020,CO,,,1/25/2000,,,,,,
822,2/1/2020,CO,,,1/25/2000,,,,,,
823,2/8/2020,CO,,,1/25/2000,,,,,,
824,2/15/2020,CO,,,1/25/2000,,,,,,
825,2/22/2020,CO,,,1/25/2000,,,,,,
826,2/29/2020,CO,,,1/25/2000,,,,,,
827,3/7/2020,CO,,,1/25/2000,,,,,,
828,3/14/2020,CO,,,1/25/2000,,,,,,
829,3/21/2020,CO,,,1/25/2000,,,,,,
830,3/28/2020,CO,,,1/25/2000,,,,,,
831,4/4/2020,CO,,,1/25/2000,,,,,,
832,4/11/2020,CO,,,1/25/2000,,,,,,
833,4/18/2020,CO,,,1/25/2000,,,,,,
834,4/25/2020,CO,1,121,1/25/2000,pike of 121 deaths | Inclusion of probable deaths for first time ,,,,,
835,5/2/2020,CO,,,1/25/2000,,,,,,
836,5/9/2020,CO,,,1/25/2000,,,,,,
837,5/16/2020,CO,,,1/25/2000,,,,,,
838,5/23/2020,CO,,,1/25/2000,,,,,,
839,5/30/2020,CO,,,1/25/2000,,,,,,
840,6/6/2020,CO,,,1/25/2000,,,,,,
841,6/13/2020,CO,,,1/25/2000,,,,,,
842,6/20/2020,CO,,,1/25/2000,,,,,,
843,6/27/2020,CO,,,1/25/2000,,,,,,
844,7/4/2020,CO,,,1/25/2000,,,,,,
845,7/11/2020,CO,,,1/25/2000,,,,,,
846,7/18/2020,CO,,,1/25/2000,,,,,,
847,7/25/2020,CO,,,1/25/2000,,,,,,
848,8/1/2020,CO,,,1/25/2000,,,,,,
849,8/8/2020,CO,,,1/25/2000,,,,,,
850,8/15/2020,CO,,,1/25/2000,,,,,,
851,8/22/2020,CO,,,1/25/2000,,,,,,
852,8/29/2020,CO,,,1/25/2000,,,,,,
853,9/5/2020,CO,,,1/25/2000,,,,,,
854,9/12/2020,CO,,,1/25/2000,,,,,,
855,9/19/2020,CO,,,1/25/2000,,,,,,
856,9/26/2020,CO,,,1/25/2000,,,,,,
857,10/3/2020,CO,,,1/25/2000,,,,,,
858,10/10/2020,CO,,,1/25/2000,,,,,,
859,10/17/2020,CO,,,1/25/2000,,,,,,
860,10/24/2020,CO,,,1/25/2000,,,,,,
861,10/31/2020,CO,,,1/25/2000,,,,,,
862,11/7/2020,CO,,,1/25/2000,,,,,,
863,11/14/2020,CO,,,1/25/2000,,,,,,
864,11/21/2020,CO,,,1/25/2000,,,,,,
865,11/28/2020,CO,,,1/25/2000,,,,,,
866,12/5/2020,CO,,,1/25/2000,,,,,,
867,12/12/2020,CO,,,1/25/2000,,,,,,
868,12/19/2020,CO,,,1/25/2000,,,,,,
869,12/26/2020,CO,,,1/25/2000,,,,,,
870,1/2/2021,CO,,,1/25/2000,,,,,,
871,1/9/2021,CO,,,1/25/2000,,,,,,
872,1/16/2021,CO,,,1/25/2000,,,,,,
873,1/23/2021,CO,,,1/25/2000,,,,,,
874,1/30/2021,CO,,,1/25/2000,,,,,,
875,2/6/2021,CO,,,1/25/2000,,,,,,
876,2/13/2021,CO,,,1/25/2000,,,,,,
877,2/20/2021,CO,,,1/25/2000,,,,,,
878,2/27/2021,CO,,,1/25/2000,,,,,,
879,3/6/2021,CO,,,1/25/2000,,,,,,
880,3/13/2021,CO,,,1/25/2000,,,,,,
881,3/20/2021,CO,,,1/25/2000,,,,,,
882,3/27/2021,CO,,,1/25/2000,,,,,,
883,4/3/2021,CO,,,1/25/2000,,,,,,
884,4/10/2021,CO,,,1/25/2000,,,,,,
885,4/17/2021,CO,,,1/25/2000,,,,,,
886,4/24/2021,CO,,,1/25/2000,,,,,,
887,5/1/2021,CO,,,1/25/2000,,,,,,
888,5/8/2021,CO,,,1/25/2000,,,,,,
889,5/15/2021,CO,,,1/25/2000,,,,,,
890,5/22/2021,CO,,,1/25/2000,,,,,,
891,5/29/2021,CO,,,1/25/2000,,,,,,
892,6/5/2021,CO,,,1/25/2000,,,,,,
893,6/12/2021,CO,,,1/25/2000,,,,,,
894,6/19/2021,CO,,,1/25/2000,,,,,,
895,6/26/2021,CO,,,1/25/2000,,,,,,
896,7/3/2021,CO,,,1/25/2000,,,,,,
897,7/10/2021,CO,,,1/25/2000,,,,,,
898,7/17/2021,CO,,,1/25/2000,,,,,,
899,7/24/2021,CO,,,1/25/2000,,,,,,
900,7/31/2021,CO,,,1/25/2000,,,,,,
901,8/7/2021,CO,,,1/25/2000,,,,,,
902,8/14/2021,CO,,,1/25/2000,,,,,,
903,8/21/2021,CO,,,1/25/2000,,,,,,
904,8/28/2021,CO,,,1/25/2000,,,,,,
905,9/4/2021,CO,,,1/25/2000,,,,,,
906,9/11/2021,CO,,,1/25/2000,,,,,,
907,9/18/2021,CO,,,1/25/2000,,,,,,
908,9/25/2021,CO,,,1/25/2000,,,,,,
909,10/2/2021,CO,,,1/25/2000,,,,,,
910,10/9/2021,CO,,,1/25/2000,,,,,,
911,10/16/2021,CO,,,1/25/2000,,,,,,
912,10/23/2021,CO,,,1/25/2000,,,,,,
913,10/30/2021,CO,,,1/25/2000,,,,,,
914,11/6/2021,CO,,,1/25/2000,,,,,,
915,11/13/2021,CO,,,1/25/2000,,,,,,
916,11/20/2021,CO,,,1/25/2000,,,,,,
917,11/27/2021,CO,,,1/25/2000,,,,,,
918,12/4/2021,CO,,,1/25/2000,,,,,,
919,12/11/2021,CO,,,1/25/2000,,,,,,
920,12/18/2021,CO,,,1/25/2000,,,,,,
921,12/25/2021,CO,,,1/25/2000,,,,,,
922,1/1/2022,CO,,,1/25/2000,,,,,,
923,1/8/2022,CO,,,1/25/2000,,,,,,
924,1/15/2022,CO,,,1/25/2000,,,,,,
925,1/22/2022,CO,,,1/25/2000,,,,,,
926,1/29/2022,CO,,,1/25/2000,,,,,,
927,2/5/2022,CO,,,1/25/2000,,,,,,
928,2/12/2022,CO,,,1/25/2000,,,,,,
929,2/19/2022,CO,,,1/25/2000,,,,,,
930,2/26/2022,CO,,,1/25/2000,,,,,,
931,3/5/2022,CO,,,1/25/2000,,,,,,
932,3/12/2022,CO,,,1/25/2000,,,,,,
933,3/19/2022,CO,,,1/25/2000,,,,,,
934,3/26/2022,CO,,,1/25/2000,,,,,,
935,4/2/2022,CO,,,1/25/2000,,,,,,
936,4/9/2022,CO,,,1/25/2000,,,,,,
937,4/16/2022,CO,,,1/25/2000,,,,,,
938,4/23/2022,CO,,,1/25/2000,,,,,,
939,4/30/2022,CO,,,1/25/2000,,,,,,
940,5/7/2022,CO,,,1/25/2000,,,,,,
941,5/14/2022,CO,,,1/25/2000,,,,,,
942,5/21/2022,CO,,,1/25/2000,,,,,,
943,5/28/2022,CO,,,1/25/2000,,,,,,
944,6/4/2022,CO,,,1/25/2000,,,,,,
945,6/11/2022,CO,,,1/25/2000,,,,,,
946,6/18/2022,CO,,,1/25/2000,,,,,,
947,6/25/2022,CO,,,1/25/2000,,,,,,
948,7/2/2022,CO,,,1/25/2000,,,,,,
949,7/9/2022,CO,,,1/25/2000,,,,,,
950,7/16/2022,CO,,,1/25/2000,,,,,,
951,7/23/2022,CO,,,1/25/2000,,,,,,
952,7/30/2022,CO,,,1/25/2000,,,,,,
953,8/6/2022,CO,,,1/25/2000,,,,,,
954,8/13/2022,CO,,,1/25/2000,,,,,,
955,8/20/2022,CO,,,1/25/2000,,,,,,
956,8/27/2022,CO,,,1/25/2000,,,,,,
957,9/3/2022,CO,,,1/25/2000,,,,,,
958,9/10/2022,CO,,,1/25/2000,,,,,,
959,9/17/2022,CO,,,1/25/2000,,,,,,
960,9/24/2022,CO,,,1/25/2000,,,,,,
961,10/1/2022,CO,,,1/25/2000,,,,,,
962,10/8/2022,CO,,,1/25/2000,,,,,,
963,10/15/2022,CO,,,1/25/2000,,,,,,
964,10/22/2022,CO,,,1/25/2000,,,,,,
965,10/29/2022,CO,,,1/25/2000,,,,,,
966,11/5/2022,CO,,,1/25/2000,,,,,,
967,11/12/2022,CO,,,1/25/2000,,,,,,
968,11/19/2022,CO,,,1/25/2000,,,,,,
969,11/26/2022,CO,,,1/25/2000,,,,,,
970,12/3/2022,CO,,,1/25/2000,,,,,,
971,12/10/2022,CO,,,1/25/2000,,,,,,
972,12/17/2022,CO,,,1/25/2000,,,,,,
973,12/24/2022,CO,,,1/25/2000,,,,,,
974,12/31/2022,CO,,,1/25/2000,,,,,,
975,1/7/2023,CO,,,1/25/2000,,,,,,
976,1/14/2023,CO,,,1/25/2000,,,,,,
977,1/21/2023,CO,,,1/25/2000,,,,,,
978,1/28/2023,CO,,,1/25/2000,,,,,,
979,2/4/2023,CO,,,1/25/2000,,,,,,
980,2/11/2023,CO,,,1/25/2000,,,,,,
981,2/18/2023,CO,,,1/25/2000,,,,,,
982,2/25/2023,CO,,,1/25/2000,,,,,,
983,3/4/2023,CO,,,1/25/2000,,,,,,
984,3/11/2023,CO,,,1/25/2000,,,,,,
985,1/25/2020,CT,,,1/25/2000,,,,,,
986,2/1/2020,CT,,,1/25/2000,,,,,,
987,2/8/2020,CT,,,1/25/2000,,,,,,
988,2/15/2020,CT,,,1/25/2000,,,,,,
989,2/22/2020,CT,,,1/25/2000,,,,,,
990,2/29/2020,CT,,,1/25/2000,,,,,,
991,3/7/2020,CT,,,1/25/2000,,,,,,
992,3/14/2020,CT,,,1/25/2000,,,,,,
993,3/21/2020,CT,,,1/25/2000,,,,,,
994,3/28/2020,CT,,,1/25/2000,,,,,,
995,4/4/2020,CT,,,1/25/2000,,,,,,
996,4/11/2020,CT,,,1/25/2000,,,,,,
997,4/18/2020,CT,,,1/25/2000,,,,,,
998,4/25/2020,CT,,,1/25/2000,,,,,,
999,5/2/2020,CT,,,1/25/2000,,,,,,
1000,5/9/2020,CT,,,1/25/2000,,,,,,
1001,5/16/2020,CT,,,1/25/2000,,,,,,
1002,5/23/2020,CT,,,1/25/2000,,,,,,
1003,5/30/2020,CT,,,1/25/2000,,,,,,
1004,6/6/2020,CT,,,1/25/2000,,,,,,
1005,6/13/2020,CT,,,1/25/2000,,,,,,
1006,6/20/2020,CT,,,1/25/2000,,,,,,
1007,6/27/2020,CT,,,1/25/2000,,,,,,
1008,7/4/2020,CT,,,1/25/2000,,,,,,
1009,7/11/2020,CT,,,1/25/2000,,,,,,
1010,7/18/2020,CT,,,1/25/2000,,,,,,
1011,7/25/2020,CT,,,1/25/2000,,,,,,
1012,8/1/2020,CT,,,1/25/2000,,,,,,
1013,8/8/2020,CT,,,1/25/2000,,,,,,
1014,8/15/2020,CT,,,1/25/2000,,,,,,
1015,8/22/2020,CT,,,1/25/2000,,,,,,
1016,8/29/2020,CT,,,1/25/2000,,,,,,
1017,9/5/2020,CT,,,1/25/2000,,,,,,
1018,9/12/2020,CT,,,1/25/2000,,,,,,
1019,9/19/2020,CT,,,1/25/2000,,,,,,
1020,9/26/2020,CT,,,1/25/2000,,,,,,
1021,10/3/2020,CT,,,1/25/2000,,,,,,
